area_m2,floor_level,subway_dist_m,building_age,room_count,bathroom_count,school_score,parking_spots,mgmt_fee_krw,price_100m_krw
82.2,11,797,1,3,2,56.9,2,237774,6.215
89.3,9,1050,30,4,3,93.5,3,113869,6.568
57.1,15,772,17,3,2,79.0,3,238933,4.81
72.5,19,1349,22,3,2,61.7,2,194889,4.567
75.1,22,250,32,3,2,62.6,2,147341,5.709
70.5,10,259,16,2,2,63.5,1,179754,5.391
86.5,16,235,22,4,3,76.5,3,190432,6.688
93.1,11,672,4,4,3,69.2,3,199582,7.388
77.4,1,941,19,3,2,81.6,3,144077,5.62
65.9,10,413,22,2,2,49.9,1,117431,4.475
60.6,17,381,28,2,1,53.8,1,164664,3.86
83.9,7,1216,32,3,2,91.4,2,179708,4.993
98.5,15,595,21,4,2,62.5,3,134712,6.69
83.4,17,1414,15,3,2,59.4,2,153105,5.731
98.7,9,1021,13,3,2,69.6,3,172827,6.494
87.3,11,582,30,3,2,82.2,3,157774,6.437
128.1,4,711,19,5,4,81.9,3,158899,9.033
85.4,16,774,28,3,1,74.3,3,194843,5.894
81.8,10,999,19,3,2,86.9,3,200945,6.133
80.3,9,1294,14,3,2,100.0,3,119877,6.098
112.6,17,813,15,4,3,81.9,3,173222,8.225
65.8,1,721,15,2,1,73.0,2,192158,4.483
88.3,2,497,16,4,3,67.3,4,167299,6.597
96.9,4,495,17,4,3,50.2,3,196652,6.399
101.8,6,915,1,3,2,61.3,3,138593,7.166
78.0,8,80,20,3,2,96.5,2,213433,6.597
54.1,6,684,21,2,2,51.9,1,132524,3.514
75.7,4,520,13,2,1,57.8,1,230924,4.536
87.0,17,405,12,3,2,71.4,2,188924,6.941
108.4,1,486,21,3,2,65.0,2,121972,7.007
25.0,15,439,11,1,1,68.5,1,156642,2.729
74.9,8,871,11,2,1,90.4,1,327606,5.598
71.1,7,924,7,3,3,99.7,2,242587,6.13
51.3,14,891,10,2,2,83.9,1,193679,4.437
46.5,14,759,8,2,2,72.0,2,87658,4.409
75.5,11,466,11,2,2,75.9,2,160452,6.102
119.3,18,225,29,5,3,44.9,4,264377,7.902
71.6,5,1210,30,3,3,83.4,3,117922,4.823
94.3,14,228,14,3,2,66.0,2,211900,6.95
47.1,12,80,20,1,1,79.8,1,312456,3.835
89.9,25,892,27,3,2,62.8,3,187337,6.036
52.5,10,896,26,2,2,82.7,2,100069,3.938
63.2,16,420,22,2,1,62.9,2,338077,4.198
71.7,13,723,27,3,2,93.1,2,303895,5.016
85.8,12,80,23,2,1,74.6,1,203388,6.442
62.7,7,487,11,2,1,61.4,2,175152,4.702
94.9,4,386,11,3,2,82.9,2,111895,7.301
92.3,8,854,5,4,3,81.9,4,174875,7.681
79.0,13,433,21,2,1,55.6,1,260359,4.913
28.7,15,80,13,1,1,71.3,1,136188,3.399
119.2,17,194,13,5,3,64.8,4,86224,9.253
76.4,2,1070,20,3,2,69.7,2,152209,5.035
112.5,14,759,15,4,3,62.7,3,197272,7.844
69.9,2,686,29,3,2,68.5,3,215834,4.332
82.5,7,759,16,3,2,78.1,2,179650,6.194
49.2,1,995,21,1,1,78.1,1,197198,3.232
57.7,17,975,20,2,2,70.0,2,134574,4.265
118.0,11,889,13,4,3,60.4,3,200287,7.929
71.1,8,677,9,3,3,73.3,3,137386,6.095
114.4,3,820,21,3,2,95.4,3,244047,7.891
86.0,6,1220,1,3,2,68.9,2,74145,6.467
145.2,1,432,5,5,4,78.8,3,118905,10.644
53.9,23,80,12,2,2,58.8,1,272841,4.722
143.1,6,1349,16,5,4,65.3,4,128120,9.164
108.7,2,1089,20,4,3,79.0,4,152672,7.1
95.6,17,106,26,3,3,64.4,2,192561,6.958
51.6,11,533,6,2,1,63.9,2,133372,4.772
75.0,8,80,10,2,1,68.8,2,153083,5.997
67.7,12,276,9,3,2,82.1,2,270392,5.99
57.7,11,743,29,3,3,72.9,2,175876,4.187
106.0,20,624,13,4,3,74.6,3,150519,8.156
36.5,14,1109,19,2,1,71.4,2,64721,3.097
99.1,10,867,19,3,2,72.0,3,181170,6.81
104.0,14,536,23,4,2,89.1,3,231990,7.744
90.9,11,950,25,3,2,57.8,2,159534,5.641
62.3,9,751,20,3,2,82.0,2,175270,4.877
99.3,14,712,11,4,3,92.0,3,165637,8.034
70.9,7,871,22,3,2,69.4,3,163334,4.785
101.0,16,1030,35,3,2,94.1,3,142657,6.776
76.0,18,955,1,3,2,51.2,2,200426,5.82
73.6,7,963,21,3,3,88.1,2,252968,5.307
75.6,7,90,26,3,2,63.7,2,171305,5.414
70.5,5,602,4,3,2,78.0,2,171548,6.043
61.4,16,1100,21,2,1,100.0,2,200589,4.928
85.6,8,948,17,3,2,76.9,3,181556,5.961
127.8,11,1370,15,5,3,53.6,4,149655,8.232
103.2,8,936,27,4,2,58.7,3,218028,6.409
94.4,6,821,20,3,2,62.0,2,264397,5.907
66.2,14,993,29,3,2,69.7,2,168065,4.507
148.5,6,835,16,5,4,89.4,4,146994,10.473
97.5,13,1185,20,3,2,86.0,1,210914,6.373
75.4,9,647,2,3,2,85.1,2,234388,6.268
93.0,14,685,18,4,3,77.0,4,133761,7.341
85.7,8,522,27,3,2,84.4,2,299093,5.744
114.2,7,404,27,4,3,80.1,3,263080,8.324
84.8,6,973,31,2,2,74.0,1,216776,4.963
89.3,11,833,5,3,2,75.8,3,111175,6.645
104.3,7,709,15,3,2,75.2,3,219983,6.954
63.9,6,347,21,2,1,82.6,2,226762,4.76
67.3,24,156,17,2,2,70.8,1,295692,5.425
53.1,13,438,4,2,2,98.0,1,215893,5.381
116.8,18,561,7,4,3,76.8,3,134854,9.102
114.1,7,915,19,3,2,72.3,2,221247,7.528
59.7,10,674,13,2,1,91.3,1,232777,4.776
61.1,9,809,13,2,1,65.2,2,254661,4.108
133.2,9,447,15,4,3,60.7,3,292449,8.693
94.1,6,919,12,5,3,82.0,4,231087,7.419
81.6,15,1059,20,3,2,92.5,3,57547,6.454
35.9,11,794,15,2,1,81.4,1,177301,3.176
89.3,20,590,13,3,2,82.2,3,168573,7.383
70.7,2,961,33,2,1,80.8,2,214421,4.106
65.3,8,170,23,2,1,58.5,2,203505,4.673
60.3,5,559,24,2,1,78.2,2,171992,4.108
51.9,10,1249,13,2,2,66.5,1,79824,4.16
87.3,3,1133,19,4,3,71.6,3,198016,5.549
55.0,17,495,9,2,2,79.6,2,270577,5.181
74.4,8,594,11,3,2,64.7,2,171656,5.498
94.3,12,1180,1,3,2,73.5,2,213648,7.004
113.4,5,956,25,4,3,83.5,4,199493,7.718
93.4,14,1094,17,3,3,87.4,3,195402,6.716
64.7,5,632,11,3,2,69.7,2,180884,4.932
77.2,3,826,21,3,2,80.0,2,148622,5.551
99.4,11,80,31,4,3,77.3,3,88543,7.814
109.6,11,1187,9,3,2,84.0,3,219058,7.883
101.5,5,218,18,4,3,86.7,3,88398,8.04
79.7,17,732,13,2,2,92.0,1,166532,6.585
42.7,1,1117,9,1,1,62.9,1,198604,2.604
108.7,18,609,5,4,3,90.3,3,133944,8.903
88.0,14,787,28,3,2,55.1,3,209599,5.456
135.9,3,477,15,6,4,86.0,4,205718,9.998
102.8,6,501,19,3,2,58.3,2,183111,6.326
105.5,10,1423,21,4,3,100.0,2,218795,7.239
78.4,7,849,7,3,2,68.6,2,99089,6.028
51.9,19,713,29,3,2,73.3,2,50000,4.168
60.4,17,904,13,2,1,68.7,2,194945,4.756
74.1,26,1213,16,3,2,69.7,2,179222,5.635
90.2,19,600,8,3,2,78.8,3,125529,7.689
105.8,4,527,14,4,3,49.0,2,175340,7.173
59.5,14,705,18,2,2,66.3,1,207916,4.032
84.3,15,511,1,3,2,75.0,2,236870,6.647
42.6,20,1522,7,1,1,73.5,1,143202,3.397
76.6,13,537,7,3,2,68.0,2,96762,6.007
47.2,14,614,12,1,1,85.6,1,215739,3.963
131.0,5,758,18,5,3,70.0,4,133904,8.868
124.3,11,399,16,4,3,72.4,3,110215,9.143
52.0,25,877,9,1,1,55.1,1,144531,3.732
51.6,5,768,5,2,2,81.7,1,117245,4.777
76.7,12,1214,24,2,1,91.0,2,138930,5.437
115.2,8,353,16,5,4,85.2,3,154728,9.089
89.2,11,334,11,4,3,67.3,3,98022,6.63
115.7,1,310,15,4,3,64.3,3,220460,7.926
84.8,9,483,9,3,3,61.0,2,102984,6.379
53.2,8,846,20,2,1,78.9,1,266111,3.781
94.7,15,970,18,3,2,91.1,3,186576,6.856
84.8,13,605,15,3,2,87.4,2,230669,6.672
86.3,20,675,26,4,3,74.0,3,192719,6.287
82.3,9,80,14,3,2,80.7,2,282853,6.349
76.2,10,1000,7,2,2,83.0,1,161545,6.018
57.9,12,485,13,2,1,48.3,2,147856,4.384
75.2,1,871,15,3,2,40.0,3,201573,4.269
82.6,11,871,12,3,3,52.3,2,170119,5.6
71.9,10,1045,38,3,3,82.5,2,189012,4.676
79.6,1,228,13,3,2,75.7,3,181840,6.357
127.3,5,985,21,5,4,83.8,4,173295,8.981
120.3,13,847,16,4,3,90.3,4,179553,8.701
95.5,1,659,16,3,2,86.0,3,171309,6.8
123.4,9,838,18,5,4,75.4,4,169958,8.878
50.1,9,858,18,2,1,79.4,1,102794,4.038
80.1,4,460,8,2,1,68.2,1,189497,5.597
62.0,23,547,18,3,3,81.7,2,138353,5.652
76.7,11,955,11,3,2,74.6,3,260502,5.695
85.3,1,883,29,3,2,68.5,2,198928,4.983
85.6,20,1032,1,3,2,76.2,2,111885,7.11
73.2,1,435,12,3,2,80.1,3,183593,6.018
70.4,9,1122,20,2,1,78.8,2,114893,4.794
78.0,3,345,1,3,2,73.1,2,132808,6.708
101.0,15,924,19,4,3,84.4,4,111160,7.623
88.3,11,885,9,3,2,90.9,3,146516,6.853
102.3,10,488,13,3,3,65.1,2,216607,7.283
63.2,8,789,8,2,2,68.4,2,288823,4.509
56.9,13,1076,30,3,2,73.4,2,204221,3.995
85.0,7,891,28,3,2,94.6,2,88707,6.224
48.0,5,928,19,2,2,80.4,1,57253,3.534
59.3,5,628,11,2,1,88.1,2,215858,5.286
98.6,17,1465,5,4,3,72.2,2,178720,7.379
82.3,8,92,19,3,2,44.0,2,263013,5.491
90.9,13,282,27,4,3,73.1,3,283754,6.66
25.0,9,1076,5,1,1,83.2,0,156460,2.877
105.4,9,363,16,3,2,75.6,3,195059,7.55
90.4,14,1067,12,3,2,73.8,2,229437,6.077
80.8,19,584,11,2,1,78.5,1,160302,6.088
86.1,16,1557,5,3,2,69.2,3,124591,5.909
125.8,4,606,17,4,3,98.0,4,222755,9.001
53.7,9,350,21,2,1,74.8,2,170570,4.266
115.0,14,520,35,4,3,43.0,3,236249,6.713
67.9,12,327,17,2,2,77.4,2,153875,5.69
131.0,11,784,16,5,3,80.4,4,163117,9.752
117.6,14,616,16,4,3,49.6,3,229144,7.924
96.7,15,1024,6,3,2,71.4,2,195050,7.104
69.7,11,422,16,3,2,80.4,2,251296,5.573
57.6,8,835,24,2,1,66.1,2,225809,3.9
119.1,12,526,11,4,3,65.9,3,125901,8.753
64.4,1,752,28,2,1,73.1,2,200540,4.004
68.9,16,808,18,3,3,75.6,3,178547,5.377
78.2,5,524,8,3,1,65.0,3,181155,6.022
105.2,14,595,34,3,2,52.5,3,81936,6.448
103.6,6,645,23,3,2,78.5,3,191835,7.26
79.5,14,619,20,2,1,62.4,2,244865,5.067
109.2,4,771,15,4,2,93.4,3,260868,8.005
83.1,15,732,14,3,2,57.8,2,95350,6.391
96.2,9,358,21,3,2,63.2,2,165723,6.413
79.8,3,1245,8,3,2,66.3,2,136933,5.503
87.9,11,770,19,4,3,70.0,3,243727,6.644
89.4,7,204,19,3,2,77.2,3,111344,6.915
112.9,16,538,5,4,2,62.6,3,121787,8.273
87.6,17,332,21,3,2,63.3,3,140446,6.714
89.6,10,1270,24,4,3,67.9,3,190904,5.713
96.2,15,807,12,3,2,65.3,2,213358,6.544
88.7,10,1233,19,3,2,62.2,3,234513,5.707
57.3,22,1048,11,2,2,50.8,2,241275,4.232
64.7,4,1456,9,2,1,68.7,2,194135,4.015
66.6,11,744,1,3,2,77.4,2,124791,6.073
115.3,11,1368,10,3,2,82.5,2,242573,7.644
102.0,7,479,17,4,3,62.1,3,121622,7.427
101.6,16,735,8,3,2,88.8,2,210362,8.028
103.6,8,667,9,4,3,85.2,3,141395,8.036
65.1,5,916,21,2,1,94.3,1,210437,4.742
90.7,7,873,6,3,2,68.5,2,190957,6.48
127.8,9,751,10,4,3,82.4,3,164598,9.302
118.1,16,890,21,4,3,70.8,3,211670,7.847
61.4,5,674,24,2,1,73.1,1,208495,4.211
47.3,24,176,1,2,1,75.8,2,261008,5.157
92.5,14,1756,15,3,2,64.4,3,71383,6.054
38.1,4,325,23,1,1,76.3,0,218332,2.876
77.6,9,786,18,3,1,81.0,2,193199,5.71
138.7,17,886,19,5,4,65.3,4,225705,9.489
116.1,15,800,20,5,4,67.1,4,175596,8.607
41.1,14,652,17,1,1,62.8,1,297140,2.855
84.3,8,329,29,3,3,63.9,3,168980,5.672
111.9,13,621,4,4,2,79.2,3,257848,8.619
93.6,11,1271,11,3,2,84.9,2,74568,6.861
118.8,14,914,33,5,3,92.9,4,239508,8.203
119.5,26,805,25,4,2,71.5,4,162637,8.683
52.2,10,547,11,2,2,84.7,2,236985,4.94
83.3,6,1218,34,2,2,68.6,1,203304,4.332
78.0,8,887,11,3,2,70.6,2,125034,5.675
94.2,15,612,8,4,3,80.5,3,77406,8.053
76.6,6,902,16,3,2,80.1,2,187325,5.816
85.8,4,836,14,4,3,48.3,3,250383,5.767
86.6,21,572,32,4,3,90.3,3,273451,6.701
86.1,1,856,16,4,3,66.8,3,124797,6.106
87.6,8,1285,34,3,2,76.1,2,195959,5.165
95.1,11,652,1,4,3,57.0,4,214768,7.208
83.4,23,80,13,3,2,79.4,2,220927,7.341
78.3,9,384,35,4,3,94.0,3,295343,5.953
101.1,15,580,12,3,2,79.5,2,244314,7.341
119.2,9,832,28,4,3,75.0,4,209938,7.767
107.0,1,604,32,4,3,95.8,3,180088,7.321
98.2,7,758,15,3,2,61.9,3,145064,6.742
73.0,6,711,11,3,2,96.2,2,144474,6.226
82.4,11,705,1,3,2,85.7,3,259049,7.047
79.7,15,836,29,3,2,75.7,3,189405,5.582
143.3,17,978,17,6,4,84.9,4,173738,10.347
84.1,14,1166,4,4,3,64.5,4,189542,6.496
103.0,7,709,16,4,3,61.5,3,142829,7.641
97.6,17,831,17,4,2,79.1,3,104338,7.295
104.1,14,1372,19,4,3,91.2,4,221944,7.211
95.8,1,984,17,3,2,77.9,3,111993,6.771
45.1,8,401,4,1,1,49.7,1,50000,3.743
85.1,10,852,21,4,3,57.2,3,200186,5.667
101.4,5,80,22,4,3,93.3,2,246049,7.837
34.8,7,1303,21,1,1,88.6,1,185708,2.654
92.2,11,1145,29,3,2,75.5,3,258037,5.981
49.2,10,686,15,2,1,74.5,1,137259,3.994
92.7,1,1000,30,3,2,69.3,2,220926,5.176
100.1,12,1063,29,3,2,75.0,2,170751,6.431
94.4,8,665,10,3,2,66.8,2,158502,6.829
103.8,5,574,14,4,3,72.8,3,93643,7.754
98.5,16,677,8,3,2,87.7,2,256131,7.564
114.7,13,1009,10,4,3,75.7,4,96697,8.953
83.5,9,671,23,4,3,85.2,3,221184,6.111
86.6,10,964,1,3,2,57.0,3,197224,6.652
25.0,11,804,9,1,1,61.8,0,249500,2.047
74.5,6,686,14,2,1,72.5,1,237571,5.042
105.4,11,772,29,4,3,81.0,4,230867,7.08
88.0,5,473,18,4,3,71.8,3,262623,6.241
46.2,13,80,12,2,2,63.9,2,126622,4.524
71.2,9,723,25,3,2,71.6,2,131339,5.022
25.0,8,1582,19,1,1,100.0,1,216989,2.009
44.3,7,635,1,2,1,76.7,2,142294,4.253
73.7,6,715,25,3,2,62.5,3,192508,4.889
60.2,22,174,15,3,2,68.0,2,138691,5.734
45.4,10,855,23,2,1,88.1,1,228642,3.662
79.4,5,1043,10,3,2,88.9,2,143641,5.803
79.8,18,1253,23,3,3,72.6,3,137629,5.62
70.0,1,851,22,2,1,78.5,2,206582,4.111
40.8,11,689,24,2,2,83.4,2,214133,3.437
96.0,12,567,23,3,2,85.8,3,139119,7.375
49.9,9,370,17,1,1,74.3,0,259707,3.87
108.6,9,935,16,4,3,74.5,3,139192,7.609
46.1,5,458,10,2,1,76.5,2,114525,4.239
91.7,5,1333,26,4,3,60.0,3,154955,5.486
91.2,13,1408,16,3,2,67.7,2,193633,5.887
89.8,7,874,19,3,2,54.1,3,156656,5.708
106.7,10,644,15,4,2,67.7,3,159029,7.608
76.5,5,638,31,3,2,51.0,2,227438,4.05
105.3,15,1012,27,4,3,79.7,4,111040,7.35
51.2,16,630,8,2,1,71.3,1,118642,4.122
100.2,7,856,14,4,3,92.5,3,216148,7.611
110.0,7,1121,7,4,3,89.7,4,121837,8.168
88.5,2,850,20,3,2,63.4,2,249182,5.534
98.3,10,861,7,3,2,91.7,3,187474,7.595
88.0,7,80,20,3,2,89.2,2,160942,6.858
67.3,13,481,16,3,2,60.0,3,231936,5.466
81.8,21,790,25,3,2,75.3,2,200336,5.779
88.7,21,668,14,3,2,95.1,3,166658,7.533
90.3,5,691,23,4,3,59.0,3,122265,6.254
40.6,11,821,1,1,1,86.3,1,240916,3.866
37.2,9,999,9,1,1,69.8,1,134608,3.145
103.6,4,80,17,4,3,89.0,3,177853,7.892
98.5,4,838,2,4,3,77.4,4,273711,7.448
114.8,24,645,12,4,3,82.8,2,270129,8.763
132.1,8,881,8,5,4,91.6,4,176887,9.909
84.5,16,547,27,3,2,79.7,2,118166,6.019
103.9,21,1028,11,4,3,73.2,3,100606,8.017
29.8,12,449,15,1,1,63.4,1,168395,2.646
47.8,13,889,11,1,1,79.6,1,199619,3.556
125.1,7,221,17,5,4,48.8,4,198193,8.611
75.9,6,891,15,3,2,66.8,3,160462,4.975
90.6,9,695,3,3,2,58.1,2,135561,6.751
57.1,11,774,1,2,1,84.3,2,146544,5.079
52.6,7,586,15,2,2,100.0,1,107895,5.034
57.4,8,836,16,2,2,88.7,2,91384,4.795
80.4,7,419,15,2,1,71.3,1,186974,5.642
83.5,6,1103,1,3,2,77.6,3,112744,6.625
90.1,15,1429,12,3,2,61.0,3,276676,5.608
56.4,10,457,18,2,1,62.2,2,255089,3.922
137.6,3,1172,20,4,3,79.4,3,224426,8.861
76.2,14,560,18,3,2,62.7,3,178637,5.112
92.7,17,737,8,4,3,77.9,3,114889,7.769
98.0,1,548,13,4,3,67.8,3,284323,6.718
110.2,11,654,11,4,3,78.4,3,124993,8.296
121.0,7,1129,23,5,4,84.1,4,50000,8.271
54.5,14,709,1,2,1,75.6,2,237071,4.7
89.5,15,249,19,3,2,65.0,3,110847,6.641
43.4,12,640,25,1,1,59.9,1,263604,2.484
60.8,17,856,23,2,1,76.9,2,192967,4.57
74.7,5,1002,7,3,2,67.3,2,176447,5.44
90.5,11,903,5,4,3,70.8,3,193837,6.904
77.4,15,503,16,3,3,81.3,2,217111,6.066
62.5,4,369,27,3,2,85.6,2,224724,4.84
73.0,12,788,27,3,2,69.8,2,59883,5.239
93.3,9,997,35,4,3,73.8,3,235808,5.752
88.1,13,1339,14,4,3,68.0,3,168828,6.041
102.5,14,636,21,4,3,62.6,3,198533,6.878
102.6,8,491,12,4,3,65.4,3,157995,7.749
95.0,7,928,8,4,3,81.0,3,190114,7.083
52.1,9,832,19,1,1,44.4,0,265749,2.494
84.1,9,817,3,3,2,83.3,2,122953,6.874
87.8,4,673,12,3,2,90.0,3,155293,6.759
25.0,2,645,18,1,1,67.8,0,109137,1.904
86.6,3,496,1,4,2,45.8,3,267355,6.15
81.8,15,1890,21,3,2,91.1,2,67123,5.706
64.4,10,728,10,2,2,84.9,2,152057,5.484
114.0,16,1591,23,5,3,87.8,4,151282,8.091
38.8,10,1079,39,1,1,86.0,1,192655,2.302
87.2,3,770,20,3,2,59.4,3,212771,5.113
74.4,9,660,4,3,2,99.0,3,103788,6.811
76.6,15,412,15,2,1,76.1,2,151676,5.439
64.2,1,332,1,3,2,68.6,3,182735,5.577
105.9,14,769,6,4,3,61.2,3,174918,7.841
69.2,9,409,26,2,1,71.3,1,132456,4.581
96.1,1,520,20,3,2,88.8,3,169160,7.077
72.3,12,1032,19,4,3,83.6,4,197217,6.094
76.3,12,926,30,3,2,80.0,2,114395,5.334
81.9,9,698,24,3,3,66.1,3,178918,5.642
68.9,20,1243,28,3,2,85.3,2,271924,4.759
121.1,8,561,7,5,3,80.8,4,100385,9.301
66.2,3,114,34,2,1,100.0,1,208787,4.523
91.4,4,552,26,4,2,70.2,3,298437,5.998
65.2,20,982,28,3,2,82.3,3,154978,5.017
57.7,4,582,7,2,1,68.6,2,135257,4.74
59.8,19,464,4,2,2,74.6,1,93953,5.514
76.6,12,352,19,2,2,90.8,2,172825,6.062
73.9,13,1059,1,3,2,57.4,3,168283,5.842
89.0,5,737,24,3,2,78.7,2,139867,6.266
117.2,7,605,4,4,3,87.9,3,146857,8.946
134.1,13,332,20,5,3,66.8,4,231037,9.301
86.8,9,882,8,3,2,78.5,2,155513,6.534
97.5,8,1032,20,4,2,82.7,3,80159,6.597
75.0,7,80,7,2,1,87.6,1,137434,6.386
68.6,13,80,14,2,1,80.5,2,155626,5.84
93.7,7,1228,18,4,3,51.2,3,197814,5.689
100.9,4,455,4,4,3,72.6,4,240655,7.8
51.2,7,570,18,2,1,62.5,1,172571,3.591
48.2,9,896,15,1,1,50.1,1,237506,2.846
89.6,8,793,22,4,3,84.8,2,172018,6.39
119.4,12,550,25,5,4,58.0,4,85586,8.255
76.1,6,795,16,3,2,61.7,3,147777,5.322
90.7,10,310,17,3,2,70.4,2,109590,6.629
57.6,8,215,1,2,1,58.6,1,195673,4.944
66.3,5,1080,15,2,1,83.5,2,236108,4.548
54.1,12,560,1,2,1,58.2,1,141321,4.553
88.3,4,153,13,4,3,78.4,3,137804,7.245
70.9,13,761,14,3,2,56.2,3,209967,5.206
88.3,11,275,6,3,2,80.6,3,157031,7.41
101.8,12,1060,21,4,3,76.7,3,201019,7.151
132.2,17,775,23,4,3,87.1,4,70521,9.648
87.5,9,679,13,2,2,85.7,1,246076,6.283
107.6,14,1046,20,4,3,86.9,3,165205,7.501
35.5,5,688,6,1,1,63.1,1,150916,2.983
115.3,5,109,24,4,3,69.4,4,95277,8.37
81.4,6,1149,8,3,2,66.1,2,184742,5.796
56.8,6,880,20,2,2,88.9,2,295888,4.344
54.7,7,721,18,3,2,42.1,2,225878,3.206
122.0,7,233,29,4,3,79.8,3,89154,8.551
86.9,5,638,18,3,2,65.2,2,189856,5.785
57.5,1,643,1,2,2,76.9,2,191065,5.132
97.3,7,394,18,3,2,78.2,2,92936,7.24
48.5,11,1262,15,1,1,62.4,0,287948,2.64
78.8,16,214,8,3,2,99.2,3,246519,7.029
89.6,6,468,10,3,3,83.8,3,212909,7.056
50.0,8,718,7,1,1,86.7,1,130928,4.194
100.7,13,1095,18,4,3,72.9,4,272289,6.778
76.3,9,1466,18,2,2,87.1,2,255059,4.726
103.5,6,865,18,3,2,91.9,3,79000,7.447
68.8,11,456,14,3,2,69.7,3,124270,5.712
71.9,10,841,13,3,2,68.1,2,300210,5.141
91.7,2,745,30,3,2,78.5,3,93294,6.084
56.1,12,112,1,2,1,67.1,1,163203,4.935
79.0,18,793,15,3,2,71.8,3,120496,6.048
71.3,5,240,9,2,2,75.3,2,291658,5.602
99.8,11,351,3,4,3,86.1,4,228241,8.653
98.6,25,854,17,4,3,84.4,3,236364,7.15
34.0,14,482,4,1,1,73.1,0,166490,3.157
92.7,4,836,19,3,2,68.9,1,118429,5.994
46.9,11,1014,20,2,1,67.0,1,73820,3.273
87.9,14,205,11,3,3,79.2,3,65720,7.815
94.7,15,848,1,4,3,65.7,3,192991,7.578
44.0,10,256,14,2,2,83.9,2,224659,4.194
78.3,4,807,39,3,2,99.0,2,199834,5.156
77.0,17,490,7,3,2,51.9,3,128137,6.12
80.2,13,749,29,3,2,83.4,2,226138,5.348
87.1,22,1686,4,4,3,70.1,3,150973,6.512
142.9,10,286,3,6,4,57.6,5,242763,10.928
109.1,13,843,5,4,3,67.3,3,199742,8.215
58.8,1,863,1,2,1,87.3,2,100078,5.507
154.7,18,693,9,6,4,87.6,5,251496,12.012
58.2,6,205,1,2,1,66.4,2,122271,5.348
59.7,1,908,15,2,1,83.6,2,148107,4.64
62.7,15,962,3,2,2,84.0,1,323807,5.261
103.6,10,814,11,3,2,78.6,2,121859,7.205
63.7,15,495,1,2,2,65.0,1,80907,5.598
110.6,6,619,17,4,3,72.9,3,242903,7.785
66.7,21,408,29,2,2,57.4,2,177521,4.802
102.0,6,989,18,3,2,67.9,2,213656,6.193
86.6,16,406,25,3,2,85.0,3,189783,6.761
93.2,5,1222,25,3,2,82.7,2,61047,6.034
79.4,14,306,13,3,2,67.8,3,174917,6.312
85.8,6,340,16,3,2,43.0,3,167853,5.997
108.0,16,433,25,4,3,89.5,3,169641,8.22
52.7,10,80,21,2,1,49.8,1,96510,4.037
102.2,8,681,3,4,3,82.6,3,208718,7.822
106.3,6,323,21,4,3,75.1,3,161045,7.67
25.0,11,794,25,1,1,54.5,1,110176,1.5
113.5,2,750,22,4,2,76.5,3,159146,7.808
103.0,9,481,15,4,3,81.1,3,203695,7.801
121.6,11,605,13,5,3,85.7,4,168290,9.507
143.4,18,1086,24,5,3,71.5,3,150704,9.26
85.5,12,80,8,4,3,77.2,3,208165,7.799
104.1,4,591,8,3,2,74.7,3,116845,7.676
94.2,24,971,12,3,2,70.5,2,182577,6.92
44.1,12,239,19,2,2,75.2,2,131796,4.479
44.3,6,596,11,1,1,81.7,1,205016,3.481
68.5,1,1033,15,2,1,75.3,1,95144,4.903
95.2,9,816,10,4,3,64.5,3,260790,6.544
40.7,4,597,5,2,1,78.5,1,76863,3.905
43.0,13,689,14,1,1,63.2,1,152491,3.148
80.9,6,1006,32,3,2,74.7,2,130825,5.005
91.6,12,477,21,3,2,81.2,2,183631,6.553
64.9,11,1192,22,2,2,50.6,1,222161,4.081
77.5,13,321,23,3,2,54.4,2,238445,5.129
98.1,7,714,22,3,2,70.7,3,211911,6.312
36.2,12,966,1,1,1,89.6,1,241545,3.752
112.1,7,784,11,4,3,90.7,3,197089,8.345
67.6,27,679,23,2,1,67.6,2,50000,5.11
75.8,8,256,2,3,2,63.5,2,174852,6.583
83.8,13,80,9,3,2,63.3,2,216281,6.601
111.6,20,879,10,4,3,74.0,3,141109,8.7
53.6,4,650,17,2,1,92.9,2,364926,4.071
84.4,15,678,26,2,1,85.1,1,101558,6.049
76.3,11,582,20,3,2,69.8,3,146094,5.626
78.0,10,936,4,2,2,65.8,2,127184,5.752
76.1,2,1196,21,3,2,69.2,2,183590,4.926
66.6,12,286,7,3,2,58.9,2,153920,5.972
85.3,9,810,22,3,2,84.9,2,245291,5.753
87.0,5,830,26,4,3,78.8,3,119449,5.898
100.9,16,510,23,4,3,64.5,3,50086,7.838
62.2,27,1022,19,2,2,87.2,1,225185,4.947
113.5,1,752,32,4,3,74.2,4,143227,7.432
81.5,7,754,12,4,2,70.9,3,210658,6.177
64.6,3,429,16,2,1,72.1,1,210785,4.466
30.2,16,834,23,1,1,73.5,0,114604,2.562
127.0,9,380,8,4,4,87.4,4,254716,9.835
85.3,8,685,15,3,2,90.1,2,147960,6.814
79.8,16,102,3,3,2,64.2,2,217142,6.979
28.6,16,848,10,2,1,62.5,1,276720,2.398
110.3,6,938,13,4,3,100.0,3,218281,8.087
61.6,1,880,18,3,2,60.1,3,263021,4.116
74.5,6,1365,14,3,2,61.8,2,153330,4.552
63.6,20,1761,9,2,1,62.4,1,210671,4.29
96.7,9,435,22,4,3,85.0,3,199106,7.385
